"Module","ClassName","Target","Severity","ProblemId","Description","Remediation"
"Az.Datadog","Get-AzDatadogMarketplaceAgreement","Get-AzDatadogMarketplaceAgreement","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzDatadogMarketplaceAgreement does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","Get-AzDatadogMonitor","Get-AzDatadogMonitor","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzDatadogMonitor does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","Get-AzDatadogMonitorApiKey","Get-AzDatadogMonitorApiKey","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzDatadogMonitorApiKey does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","Get-AzDatadogMonitorDefaultKey","Get-AzDatadogMonitorDefaultKey","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzDatadogMonitorDefaultKey does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","Get-AzDatadogMonitorHost","Get-AzDatadogMonitorHost","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzDatadogMonitorHost does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","Get-AzDatadogMonitorLinkedResource","Get-AzDatadogMonitorLinkedResource","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzDatadogMonitorLinkedResource does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","Get-AzDatadogMonitorMonitoredResource","Get-AzDatadogMonitorMonitoredResource","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzDatadogMonitorMonitoredResource does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","Get-AzDatadogSingleSignOnConfiguration","Get-AzDatadogSingleSignOnConfiguration","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzDatadogSingleSignOnConfiguration does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","Get-AzDatadogTagRule","Get-AzDatadogTagRule","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzDatadogTagRule does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","New-AzDatadogFilteringTagObject","New-AzDatadogFilteringTagObject","1","8100","New-AzDatadogFilteringTagObject Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.Datadog","New-AzDatadogMarketplaceAgreement","New-AzDatadogMarketplaceAgreement","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet New-AzDatadogMarketplaceAgreement does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","New-AzDatadogMonitor","New-AzDatadogMonitor","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet New-AzDatadogMonitor does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","New-AzDatadogSingleSignOnConfiguration","New-AzDatadogSingleSignOnConfiguration","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet New-AzDatadogSingleSignOnConfiguration does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","New-AzDatadogTagRule","New-AzDatadogTagRule","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet New-AzDatadogTagRule does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","Remove-AzDatadogMonitor","Remove-AzDatadogMonitor","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Remove-AzDatadogMonitor does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","Set-AzDatadogMonitorDefaultKey","Set-AzDatadogMonitorDefaultKey","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Set-AzDatadogMonitorDefaultKey does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","Update-AzDatadogMonitor","Update-AzDatadogMonitor","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Update-AzDatadogMonitor does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Datadog","Update-AzDatadogMonitorSetPasswordLink","Update-AzDatadogMonitorSetPasswordLink","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Update-AzDatadogMonitorSetPasswordLink does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
