"Module","ClassName","Target","Severity","ProblemId","Description","Remediation"
"Az.CloudService","Get-AzCloudService","Get-AzCloudService","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzCloudService does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.CloudService","Get-AzCloudServiceInstanceView","Get-AzCloudServiceInstanceView","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzCloudServiceInstanceView does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.CloudService","Get-AzCloudServiceNetworkInterfaces","Get-AzCloudServiceNetworkInterfaces","2","8010","Get-AzCloudServiceNetworkInterfaces Changes the ConfirmImpact but does not set the SupportsShouldProcess property to true in the cmdlet attribute.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.CloudService","Get-AzCloudServiceNetworkInterfaces","Get-AzCloudServiceNetworkInterfaces","2","8200","Get-AzCloudServiceNetworkInterfaces changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Az.CloudService","Get-AzCloudServiceNetworkInterfaces","Get-AzCloudServiceNetworkInterfaces","1","8400","Get-AzCloudServiceNetworkInterfaces uses the noun 'AzCloudServiceNetworkInterfaces', which does not follow the enforced naming convention of using a singular noun for a cmdlet name.","Consider using a singular noun for the cmdlet name."
"Az.CloudService","Get-AzCloudServiceNetworkInterfaces","Get-AzCloudServiceNetworkInterfaces","1","8600","Cmdlet 'Get-AzCloudServiceNetworkInterfaces' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Az.CloudService","Get-AzCloudServicePublicIPAddress","Get-AzCloudServicePublicIPAddress","2","8010","Get-AzCloudServicePublicIPAddress Changes the ConfirmImpact but does not set the SupportsShouldProcess property to true in the cmdlet attribute.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.CloudService","Get-AzCloudServicePublicIPAddress","Get-AzCloudServicePublicIPAddress","2","8200","Get-AzCloudServicePublicIPAddress changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Az.CloudService","Get-AzCloudServicePublicIPAddress","Get-AzCloudServicePublicIPAddress","1","8600","Cmdlet 'Get-AzCloudServicePublicIPAddress' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
"Az.CloudService","Get-AzCloudServiceRoleInstance","Get-AzCloudServiceRoleInstance","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzCloudServiceRoleInstance does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
